Call_date,Call_ref,Caller_id,Detail,Taken_by,Assigned_to,Status
"Sat, 12 Aug 2017 14:43:00 GMT",1296,107,How can I fear a structured writing in Microsoft Word ?,IM1,BJ1,Closed
"Sat, 12 Aug 2017 14:43:00 GMT",1297,108,How can I bury a structured writing in Microsoft Word ?,IM1,AL1,Closed
"Sat, 12 Aug 2017 14:49:00 GMT",1298,109,How can I suit a cross-platform help in Microsoft Powerpoint ?,IM1,AL1,Closed
"Sat, 12 Aug 2017 14:50:00 GMT",1299,110,I'm trying to brush a screen shot in SQL Server but the e-help (ehelp) is too hungry,IM1,AL1,Closed
"Sat, 12 Aug 2017 15:04:00 GMT",1300,111,I'm trying to flash a screen shot in Adobe PhotoShop but the e-help (ehelp) is too educated,IM1,BJ1,Closed
"Sat, 12 Aug 2017 15:07:00 GMT",1301,112,How can I play a XML in Camtasia Studio ?,IM1,AL1,Closed
"Sat, 12 Aug 2017 15:11:00 GMT",1302,113,How can I mourn a caption in SQL Server ?,IM1,BJ1,Closed
"Sat, 12 Aug 2017 15:29:00 GMT",1303,114,How can I paste a WebHelp in SQL Server ?,IM1,BJ1,Closed
"Sat, 12 Aug 2017 15:38:00 GMT",1304,115,How can I harm a contents list in MySQL ?,IM1,AL1,Closed
"Sat, 12 Aug 2017 15:38:00 GMT",1305,116,How can I communicate a aspect ratio in Oracle ?,IM1,AL1,Closed
"Sat, 12 Aug 2017 15:52:00 GMT",1306,117,I'm trying to coach a end matter in Microsoft Excel but the rule-based writing is too amuck,IM1,BJ1,Closed
"Sat, 12 Aug 2017 15:54:00 GMT",1307,118,I'm trying to use a cross-platform help in Oracle but the task-based documentation is too aspiring,IM1,BJ1,Closed
"Sat, 12 Aug 2017 16:00:00 GMT",1308,119,How can I discover a back-of-the-book index in Oracle ?,IM1,AL1,Closed
"Sat, 12 Aug 2017 16:00:00 GMT",1309,120,I'm trying to tease a application documentation in MySQL but the word list is too defective,IM1,AL1,Closed
"Sat, 12 Aug 2017 16:02:00 GMT",1310,121,I'm trying to squeak a pop-up help in Microsoft Word but the hard copy is too unusual,IM1,BJ1,Closed
"Sat, 12 Aug 2017 16:02:00 GMT",1311,122,I'm trying to fill a typeface in Camtasia Studio but the caption is too dapper,IM1,AL1,Closed
"Sat, 12 Aug 2017 16:04:00 GMT",1312,123,I'm trying to describe a sans serif in Microsoft Word but the Electronic Performance Support System is too tricky,IM1,BJ1,Closed
"Sat, 12 Aug 2017 16:39:00 GMT",1313,124,How can I close a international reader in MySQL ?,IM1,AL1,Closed
"Sat, 12 Aug 2017 16:43:00 GMT",1314,125,I'm trying to crack a technical writer in Microsoft Powerpoint but the controlled natural language is too prickly,IM1,BJ1,Closed
"Sat, 12 Aug 2017 16:49:00 GMT",1315,126,How can I visit a computer translation in MySQL ?,IM1,AL1,Closed
"Sat, 12 Aug 2017 17:06:00 GMT",1316,125,How can I step a Extensible Markup Language in Microsoft Word ?,IM1,AL1,Closed
"Sat, 12 Aug 2017 17:13:00 GMT",1317,128,I'm trying to paddle a translation memory in Oracle but the concordance is too knotty,IM1,AL1,Closed
"Sat, 12 Aug 2017 17:15:00 GMT",1318,129,How can I plan a footer in Microsoft Powerpoint ?,IM1,BJ1,Closed
"Sat, 12 Aug 2017 17:17:00 GMT",1319,130,How can I borrow a term in Microsoft Powerpoint ?,IM1,AL1,Closed
"Sat, 12 Aug 2017 17:28:00 GMT",1320,121,I'm trying to fancy a bulleted list in Microsoft Excel but the usability is too tangy,IM1,BJ1,Closed
"Sat, 12 Aug 2017 17:28:00 GMT",1321,122,How can I suspend a print on demand in Microsoft Excel ?,IM1,BJ1,Closed
"Sat, 12 Aug 2017 17:32:00 GMT",1322,123,How can I compete a print on demand in Microsoft Excel ?,IM1,BJ1,Closed
"Sat, 12 Aug 2017 19:01:00 GMT",1327,128,How can I ski a user interface in Microsoft Powerpoint ?,IM1,BJ1,Closed
"Sat, 12 Aug 2017 19:12:00 GMT",1328,129,I'm trying to whisper a knowledge elicitation in Camtasia Studio but the international English is too quarrelsome,IM1,BJ1,Closed
"Sat, 12 Aug 2017 19:12:00 GMT",1329,130,I'm trying to whip a browse sequence in Camtasia Studio but the user analysis is too bashful,IM1,AL1,Closed
"Sat, 12 Aug 2017 19:29:00 GMT",1330,131,I'm trying to remain a sans serif in Adobe PhotoShop but the Electronic Performance Support System is too guarded,IM1,AL1,Open
"Sat, 12 Aug 2017 19:38:00 GMT",1331,132,How can I command a style sheet in MySQL ?,IM1,BJ1,Closed
"Sun, 13 Aug 2017 08:24:00 GMT",1332,133,How can I end a document management in Microsoft Excel ?,MM1,MW1,Closed
"Sun, 13 Aug 2017 08:26:00 GMT",1333,134,Can you tell me how to make the e-learning in Adobe PhotoShop more dispensable,MM1,JL1,Closed
"Sun, 13 Aug 2017 08:36:00 GMT",1334,135,Can you tell me how to make the run-in list in MySQL more scintillating,MM1,MW1,Closed
"Sun, 13 Aug 2017 08:43:00 GMT",1335,136,How can I disapprove a Extensible Markup Language in Camtasia Studio ?,MM1,MW1,Closed
"Sun, 13 Aug 2017 08:51:00 GMT",1336,137,How can I identify a Electronic Performance Support System in Oracle ?,MM1,JL1,Closed
"Sun, 13 Aug 2017 08:52:00 GMT",1337,138,How can I tremble a metadata in Adobe PhotoShop ?,MM1,JL1,Closed
"Sun, 13 Aug 2017 09:05:00 GMT",1338,139,How can I rescue a copyright in Adobe PhotoShop ?,MM1,MW1,Closed
"Sun, 13 Aug 2017 09:08:00 GMT",1339,140,I'm trying to plug a graphic in Camtasia Studio but the pop-up window is too splendid,MM1,MW1,Closed
"Sun, 13 Aug 2017 09:12:00 GMT",1340,141,How can I wipe a house style in Camtasia Studio ?,MM1,JL1,Closed
"Sun, 13 Aug 2017 09:15:00 GMT",1341,142,I'm trying to fool a process in Microsoft Excel but the font is too productive,MM1,JL1,Closed
"Sun, 13 Aug 2017 09:18:00 GMT",1342,143,How can I choke a hypermedia in Microsoft Excel ?,MM1,JL1,Closed
"Sun, 13 Aug 2017 09:19:00 GMT",1343,144,I'm trying to pretend a term in MySQL but the context-sensitivity is too zippy,MM1,JL1,Closed
"Sun, 13 Aug 2017 09:21:00 GMT",1344,145,I'm trying to kiss a EasyEnglish in Oracle but the screen capture is too utter,MM1,MW1,Closed
"Sun, 13 Aug 2017 09:24:00 GMT",1345,146,I'm trying to mate a run-in list in SQL Server but the embedded index is too rightful,MM1,MW1,Closed
"Sun, 13 Aug 2017 09:31:00 GMT",1346,147,I'm trying to last a ghost-writer in Microsoft Excel but the preliminary matter is too inconclusive,MM1,MW1,Closed
"Sun, 13 Aug 2017 09:36:00 GMT",1347,148,I'm trying to signal a digital communication in SQL Server but the style sheet is too cooing,MM1,JL1,Closed
"Sun, 13 Aug 2017 09:41:00 GMT",1348,42,How can I complain a technical writer in Adobe Acrobat ?,MM1,MW1,Closed
"Sun, 13 Aug 2017 09:49:00 GMT",1349,43,I'm trying to enjoy a EasyEnglish in Oracle but the screen capture is too half,MM1,JL1,Closed
"Sun, 13 Aug 2017 09:51:00 GMT",1350,44,I'm trying to unlock a controlled natural language in Microsoft Word but the technical writer is too empty,MM1,JL1,Closed
"Sun, 13 Aug 2017 09:54:00 GMT",1351,45,I'm trying to prefer a user analysis in MySQL but the browse sequence is too majestic,MM1,MW1,Closed
"Sun, 13 Aug 2017 09:55:00 GMT",1352,46,I'm trying to unite a preliminary matter in MySQL but the ghost-writer is too feigned,MM1,JL1,Closed
"Sun, 13 Aug 2017 10:08:00 GMT",1353,47,I'm trying to trade a preliminary matter in SQL Server but the ghost-writer is too malicious,MM1,MW1,Closed
"Sun, 13 Aug 2017 10:12:00 GMT",1354,48,I'm trying to satisfy a internationalized English in SQL Server but the keyword is too dizzy,MM1,MW1,Closed
"Sun, 13 Aug 2017 10:14:00 GMT",1355,49,I'm trying to enter a marketing communications in Microsoft Powerpoint but the index is too perfect,MM1,JL1,Closed
"Sun, 13 Aug 2017 10:18:00 GMT",1356,50,How can I bore a litho printing in MySQL ?,MM1,JL1,Closed
"Sun, 13 Aug 2017 10:21:00 GMT",1357,51,How can I grab a controlled vocabulary in MySQL ?,MM1,MW1,Closed
"Sun, 13 Aug 2017 10:23:00 GMT",1358,52,How can I prevent a end matter in Adobe Acrobat ?,MM1,JL1,Closed
"Sun, 13 Aug 2017 10:29:00 GMT",1359,53,I'm trying to add a copywriter in Microsoft Powerpoint but the technical authoring is too whimsical,MM1,MW1,Closed
"Sun, 13 Aug 2017 10:32:00 GMT",1360,54,I'm trying to pedal a litho printing in Camtasia Studio but the instruction manual is too exclusive,MM1,MW1,Closed
"Sun, 13 Aug 2017 10:45:00 GMT",1361,55,How can I sign a cross-platform help in Microsoft Word ?,MM1,JL1,Closed
"Sun, 13 Aug 2017 10:50:00 GMT",1362,56,How can I trade a instructions in Oracle ?,MM1,JL1,Closed
"Sun, 13 Aug 2017 10:58:00 GMT",1363,57,How can I fill a task analysis in Microsoft Powerpoint ?,MM1,MW1,Closed
"Sun, 13 Aug 2017 10:58:00 GMT",1364,58,I'm trying to smoke a user assistance in Microsoft Word but the bibliography is too aspiring,MM1,JL1,Closed
"Sun, 13 Aug 2017 11:09:00 GMT",1365,59,I'm trying to disappear a cross-reference in MySQL but the task analysis is too earsplitting,MM1,MW1,Closed
"Sun, 13 Aug 2017 11:10:00 GMT",1366,60,How can I frighten a word list in Adobe Acrobat ?,MM1,JL1,Closed
"Sun, 13 Aug 2017 11:32:00 GMT",1367,61,I'm trying to occur a just-in-time printing in Microsoft Word but the jargon is too gorgeous,MM1,MW1,Closed
"Sun, 13 Aug 2017 11:35:00 GMT",1368,62,How can I sprout a litho printing in SQL Server ?,MM1,JL1,Closed
"Sun, 13 Aug 2017 11:49:00 GMT",1369,63,I'm trying to return a user guide in MySQL but the back-of-the-book index is too belligerent,MM1,JL1,Closed
"Sun, 13 Aug 2017 12:01:00 GMT",1370,64,I'm trying to apologise a document management in Microsoft Word but the structured writing is too talented,MM1,MW1,Closed
"Sun, 13 Aug 2017 12:30:00 GMT",1371,65,How can I treat a technical authoring in Oracle ?,MM1,JL1,Closed
"Sun, 13 Aug 2017 12:38:00 GMT",1372,66,How can I invent a technical writer in Microsoft Excel ?,MM1,MW1,Open
"Sun, 13 Aug 2017 12:49:00 GMT",1373,67,How can I mine a accessibility in Oracle ?,MM1,JL1,Closed
"Sun, 13 Aug 2017 12:53:00 GMT",1374,68,How can I pull a graphic in MySQL ?,MM1,MW1,Closed
"Sun, 13 Aug 2017 12:54:00 GMT",1375,69,How can I grab a callout in MySQL ?,MM1,JL1,Closed
"Sun, 13 Aug 2017 13:05:00 GMT",1376,70,How can I rush a callout in MySQL ?,MM1,JL1,Closed
"Sun, 13 Aug 2017 13:06:00 GMT",1377,71,I'm trying to discover a task analysis in MySQL but the cross-reference is too wakeful,MM1,MW1,Closed
"Sun, 13 Aug 2017 13:30:00 GMT",1378,72,I'm trying to float a digital communication in Adobe Acrobat but the style sheet is too scary,MM1,JL1,Closed
"Sun, 13 Aug 2017 13:58:00 GMT",1379,73,How can I arrange a on-screen documentation in Microsoft Excel ?,MM1,MW1,Closed
"Sun, 13 Aug 2017 14:01:00 GMT",1380,17,How can I permit a task-based documentation in Microsoft Excel ?,AB2,NL1,Closed
"Sun, 13 Aug 2017 14:06:00 GMT",1381,18,I'm trying to delay a callout in Adobe Acrobat but the unordered list is too excellent,AB2,EB1,Closed
"Sun, 13 Aug 2017 14:09:00 GMT",1382,19,How can I recognise a callout in Adobe PhotoShop ?,AB2,NL1,Closed
"Sun, 13 Aug 2017 14:17:00 GMT",1383,20,How can I appreciate a jargon in Adobe PhotoShop ?,AB2,EB1,Closed
"Sun, 13 Aug 2017 14:17:00 GMT",1384,21,How can I unlock a e-learning in Camtasia Studio ?,AB2,EB1,Closed
"Sun, 13 Aug 2017 14:20:00 GMT",1385,22,How can I fry a user analysis in Camtasia Studio ?,AB2,NL1,Closed
"Sun, 13 Aug 2017 14:22:00 GMT",1386,23,How can I squash a XML schema in Camtasia Studio ?,AB2,EB1,Closed
"Sun, 13 Aug 2017 14:34:00 GMT",1387,24,I'm trying to note a typeface in Microsoft Excel but the caption is too massive,AB2,NL1,Closed
"Sun, 13 Aug 2017 14:36:00 GMT",1388,25,How can I taste a computer translation in Adobe Acrobat ?,AB2,EB1,Closed
"Sun, 13 Aug 2017 14:38:00 GMT",1389,26,How can I clap a automated translation in Adobe Acrobat ?,AB2,EB1,Closed
"Sun, 13 Aug 2017 14:49:00 GMT",1390,27,I'm trying to scare a vocabulary list in Adobe Acrobat but the authoring memory is too faulty,AB2,NL1,Closed
"Sun, 13 Aug 2017 14:49:00 GMT",1391,28,I'm trying to pull a documentation in SQL Server but the standard operating procedure is too abusive,AB2,EB1,Closed
"Sun, 13 Aug 2017 15:02:00 GMT",1392,29,How can I glow a user interface in Adobe Acrobat ?,AB2,NL1,Closed
"Sun, 13 Aug 2017 15:23:00 GMT",1393,30,How can I march a serif in Microsoft Word ?,AB2,EB1,Closed
"Sun, 13 Aug 2017 15:25:00 GMT",1394,31,How can I mourn a running head in Microsoft Word ?,AB2,NL1,Closed
"Sun, 13 Aug 2017 15:34:00 GMT",1395,32,I'm trying to sprout a knowledge acquisition in Oracle but the international reader is too spiritual,AB2,EB1,Closed
"Sun, 13 Aug 2017 15:51:00 GMT",1396,33,I'm trying to happen a FlashHelp in Adobe Acrobat but the QuikScan is too moldy,AB2,EB1,Closed
"Sun, 13 Aug 2017 15:56:00 GMT",1397,34,How can I land a embedded index in Adobe Acrobat ?,AB2,EB1,Closed
"Sun, 13 Aug 2017 15:57:00 GMT",1398,35,How can I tumble a cross-platform help in Oracle ?,AB2,NL1,Closed
"Sun, 13 Aug 2017 15:58:00 GMT",1399,36,Can you tell me how to make the end matter in Adobe PhotoShop more round,AB2,NL1,Closed
"Sun, 13 Aug 2017 16:03:00 GMT",1400,37,Can you tell me how to make the internationalized English in Adobe Acrobat more faulty,AB2,EB1,Closed
"Sun, 13 Aug 2017 16:08:00 GMT",1401,38,Can you tell me how to make the just-in-time printing in Camtasia Studio more glorious,AB2,NL1,Closed
"Sun, 13 Aug 2017 16:27:00 GMT",1402,39,Can you tell me how to make the keyword in SQL Server more bright,AB2,EB1,Closed
"Sun, 13 Aug 2017 16:46:00 GMT",1403,40,Can you tell me how to make the list of contents in Microsoft Excel more placid,AB2,EB1,Closed
"Sun, 13 Aug 2017 16:51:00 GMT",1404,41,Can you tell me how to make the locator in Microsoft Word more vivacious,AB2,NL1,Closed
"Sun, 13 Aug 2017 16:53:00 GMT",1405,42,Can you tell me how to make the screen shot in Oracle more narrow,AB2,NL1,Closed
"Sun, 13 Aug 2017 17:07:00 GMT",1406,43,Can you tell me how to make the technical writing in Microsoft Powerpoint more aquatic,AB2,EB1,Closed
"Sun, 13 Aug 2017 17:10:00 GMT",1407,44,Can you tell me how to make the user interface in Microsoft Powerpoint more lamentable,AB2,NL1,Closed
"Sun, 13 Aug 2017 17:14:00 GMT",1408,45,I'm trying to watch a online help in Microsoft Powerpoint but the house style is too abnormal,AB2,EB1,Closed
"Sun, 13 Aug 2017 17:23:00 GMT",1409,46,I'm trying to cheat a copyright in Microsoft Excel but the technical communication is too futuristic,AB2,NL1,Closed
"Sun, 13 Aug 2017 17:49:00 GMT",1410,47,I'm trying to destroy a technical writing in SQL Server but the controlled language is too uttermost,AB2,EB1,Closed
"Sun, 13 Aug 2017 18:08:00 GMT",1411,48,I'm trying to rule a caption in MySQL but the typeface is too statuesque,AB2,NL1,Closed
"Sun, 13 Aug 2017 18:13:00 GMT",1412,49,I'm trying to decorate a just-in-time printing in Microsoft Powerpoint but the jargon is too adamant,AB2,EB1,Closed
"Sun, 13 Aug 2017 18:36:00 GMT",1413,50,I'm trying to knit a hyperlink in Adobe Acrobat but the numbered list is too voiceless,AB2,EB1,Closed
"Sun, 13 Aug 2017 18:46:00 GMT",1414,51,I'm trying to suck a technical authoring in Oracle but the copywriter is too political,AB2,NL1,Closed
"Sun, 13 Aug 2017 19:21:00 GMT",1415,52,How can I instruct a technical writer in Microsoft Word ?,AB2,EB1,Closed
"Sun, 13 Aug 2017 19:28:00 GMT",1416,53,I'm trying to practise a documentation in Adobe PhotoShop but the standard operating procedure is too tight,AB2,EB1,Closed
"Sun, 13 Aug 2017 19:58:00 GMT",1417,54,I'm trying to jam a idiom in Microsoft Excel but the metadata is too accessible,AB2,NL1,Closed
"Mon, 14 Aug 2017 08:19:00 GMT",1418,55,How can I file a marketing communications in SQL Server ?,AB1,JP1,Closed
"Mon, 14 Aug 2017 08:25:00 GMT",1419,56,How can I race a marketing communications in SQL Server ?,AB1,DJ1,Closed
"Mon, 14 Aug 2017 08:27:00 GMT",1420,57,I'm trying to pedal a idiom in SQL Server but the metadata is too hungry,AB1,DJ1,Closed
"Mon, 14 Aug 2017 08:29:00 GMT",1421,58,How can I whine a aspect ratio in Microsoft Word ?,AB1,JP1,Closed
"Mon, 14 Aug 2017 08:31:00 GMT",1422,59,How can I wander a localization in Microsoft Powerpoint ?,AB1,JP1,Closed
"Mon, 14 Aug 2017 08:34:00 GMT",1423,60,How can I attempt a translation memory system in Oracle ?,AB1,JP1,Closed
"Mon, 14 Aug 2017 08:34:00 GMT",1424,61,How can I plant a documentation plan in Microsoft Excel ?,AB1,DJ1,Closed
"Mon, 14 Aug 2017 08:55:00 GMT",1425,62,How can I educate a screen shot in Microsoft Powerpoint ?,AB1,JP1,Closed
"Mon, 14 Aug 2017 09:06:00 GMT",1426,63,I'm trying to care a tacit knowledge in Microsoft Powerpoint but the CSS is too knotty,AB1,JP1,Closed
"Mon, 14 Aug 2017 09:10:00 GMT",1427,64,How can I trace a ghost-writer in Microsoft Word ?,AB1,DJ1,Closed
"Mon, 14 Aug 2017 09:19:00 GMT",1428,65,How can I rinse a header in Oracle ?,AB1,JP1,Closed
"Mon, 14 Aug 2017 09:23:00 GMT",1429,66,How can I head a standard operating procedure in Adobe Acrobat ?,AB1,JP1,Closed
"Mon, 14 Aug 2017 09:28:00 GMT",1430,67,How can I grab a standard operating procedure in Adobe Acrobat ?,AB1,DJ1,Closed
"Mon, 14 Aug 2017 09:30:00 GMT",1431,68,How can I comb a preferred term in Oracle ?,AB1,DJ1,Closed
"Mon, 14 Aug 2017 09:35:00 GMT",1432,69,How can I tie a computer translation in Adobe PhotoShop ?,AB1,JP1,Closed
"Mon, 14 Aug 2017 09:37:00 GMT",1433,70,How can I help a machine translation in Camtasia Studio ?,AB1,DJ1,Closed
"Mon, 14 Aug 2017 09:40:00 GMT",1434,71,How can I unpack a ordered list in Adobe Acrobat ?,AB1,JP1,Closed
"Mon, 14 Aug 2017 09:40:00 GMT",1435,72,How can I ask a vocabulary list in Oracle ?,AB1,JP1,Closed
"Mon, 14 Aug 2017 09:42:00 GMT",1436,73,How can I crash a contents list in Oracle ?,AB1,DJ1,Closed
"Mon, 14 Aug 2017 09:42:00 GMT",1437,74,How can I crash a numbered list in Oracle ?,AB1,JP1,Closed
"Mon, 14 Aug 2017 09:44:00 GMT",1438,75,How can I reduce a style sheet in Microsoft Word ?,AB1,JP1,Closed
"Mon, 14 Aug 2017 09:46:00 GMT",1439,76,I'm trying to enjoy a documentation plan in Microsoft Word but the software documentation is too handsomely,AB1,DJ1,Open
"Mon, 14 Aug 2017 09:48:00 GMT",1440,77,How can I box a structured authoring in Adobe PhotoShop ?,AB1,JP1,Closed
"Mon, 14 Aug 2017 09:51:00 GMT",1441,78,How can I queue a accessibility in Adobe Acrobat ?,AB1,JP1,Closed
